video_id,title,comment_text,comment_correct_text,comment_tag,author,published_at,comment_like_count,comment_id,series,extracted_text,sentiment_label,sentiment_score
PF8jrZVfmVM ,평생 안드로이드만 쓴 진성 갤럭시 유저가 아이폰으로 갈아탈 수 있을까?                                   ,통화녹음 전화내용을 까먹었을때 간간이 사용하지만 굳이 통화녹음때문에 갤럭시를 쓰진 않을거고 삼페같은 경우는 매우 편하지만 담배나 술살때 웬만해선 민증을 달라해서 지갑을 들고 다녀야하는 상황이 잦아서 스트레스 그래서 다음엔 아이폰을 써볼예정                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,통화녹음전화내용을까먹었을때간간이사용하지만굳이통화녹음때문에갤럭시를쓰진않을거이고삼성페이같은경우는매우편하지만담배나술살때웬만하여선민증을달라아하여서지갑을들고다니어야하는상황이잦아서스트레스그래서다음엔아이폰을쓰어볼예정,"[[('통화녹음', 'NNG'), ('전화', 'NNG'), ('내용', 'NNG'), ('을', 'JKO'), ('까먹', 'VV'), ('었', 'EP'), ('을', 'ETM'), ('때', 'NNG'), ('간간이', 'MAG'), ('사용', 'NNG'), ('하', 'XSV'), ('지만', 'EC'), ('굳이', 'MAG'), ('통화녹음', 'NNG'), ('때문', 'NNB'), ('에', 'JKB'), ('갤럭시', 'NNP'), ('를', 'JKO'), ('쓰', 'VV'), ('지', 'EC'), ('ᆫ', 'JX'), ('않', 'VX'), ('을', 'ETM'), ('거', 'NNB'), ('이', 'VCP'), ('고', 'EC'), ('삼성페이', 'NNP'), ('같', 'VA'), ('은', 'ETM'), ('경우', 'NNG'), ('는', 'JX'), ('매우', 'MAG'), ('편하', 'VA'), ('지만', 'EC'), ('담배', 'NNG'), ('나', 'JX'), ('술', 'NNG'), ('사', 'VV'), ('ᆯ', 'ETM'), ('때', 'NNG'), ('웬만하', 'VA'), ('여서', 'EC'), ('ᆫ', 'JX'), ('민', 'NNG'), ('증', 'NNG'), ('을', 'JKO'), ('달라', 'VV'), ('아', 'EC'), ('하', 'VX'), ('여서', 'EC'), ('지갑', 'NNG'), ('을', 'JKO'), ('들', 'VV'), ('고', 'EC'), ('다니', 'VV'), ('어야', 'EC'), ('하', 'VX'), ('는', 'ETM'), ('상황', 'NNG'), ('이', 'JKS'), ('잦', 'VA'), ('아서', 'EC'), ('스트레스', 'NNG'), ('그래서', 'MAJ'), ('다음', 'NNG'), ('에', 'JKB'), ('ᆫ', 'JX'), ('아이폰', 'NNP'), ('을', 'JKO'), ('쓰', 'VV'), ('어', 'EC'), ('보', 'VX'), ('ᆯ', 'ETM'), ('예정', 'NNG')]]",@Azure141                       ,,1.0,Ugx5T9i8LLtVMPgxnjh4AaABAg ,14,통화녹음 전화 내용 을 까먹 었 을 때 간간이 사용 하 지만 굳이 통화녹음 때문 에 갤럭시 를 쓰 지 ᆫ 않 을 거 이 고 삼성페이 같 은 경우 는 매우 편하 지만 담배 나 술 사 ᆯ 때 웬만하 여서 ᆫ 민 증 을 달라 아 하 여서 지갑 을 들 고 다니 어야 하 는 상황 이 잦 아서 스트레스 그래서 다음 에 ᆫ 아이폰 을 쓰 어 보 ᆯ 예정,1,0.6098852157592773
PF8jrZVfmVM ,평생 안드로이드만 쓴 진성 갤럭시 유저가 아이폰으로 갈아탈 수 있을까?                                   ,삼성페이는 공감안감. 겁나게 편한디..... 삼성페이랑 통화녹음땜에 아이폰 안넘어가는건디..                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,삼성페이는공감안감. 겁나게편한디..... 삼성페이랑통화녹음땜에아이폰안넘어가는거인디..,"[[('삼성페이', 'NNP'), ('는', 'JX'), ('공감', 'NNP'), ('안', 'NNG'), ('감', 'NNG'), ('.', 'SF')], [('겁나', 'VV'), ('게', 'EC'), ('편하', 'VA'), ('ᆫ디', 'EF'), ('.....', 'SF')], [('삼성페이', 'NNP'), ('랑', 'JC'), ('통화녹음', 'NNG'), ('땜', 'NNB'), ('에', 'JKB'), ('아이폰', 'NNP'), ('안', 'MAG'), ('넘어가', 'VV'), ('는', 'ETM'), ('거', 'NNB'), ('이', 'VCP'), ('ᆫ디', 'EF'), ('..', 'SF')]]",@user-bf2iw1vl1w                ,,0.0,Ugyx0CiKzNinQyidFvh4AaABAg ,14,삼성페이 랑 통화녹음 땜 에 아이폰 안 넘어가 는 거 이 ᆫ디 ..,0,0.9785206317901611
PF8jrZVfmVM ,평생 안드로이드만 쓴 진성 갤럭시 유저가 아이폰으로 갈아탈 수 있을까?                                   ,통화녹음 삼페 사진정리만 포기하면 모든게 아이폰 승리인듯                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,통화녹음삼성페이사진정리만포기하면모든것이아이폰승리인듯,"[[('통화녹음', 'NNG'), ('삼성페이', 'NNP'), ('사진', 'NNG'), ('정리', 'NNG'), ('만', 'JX'), ('포기', 'NNG'), ('하', 'XSV'), ('면', 'EC'), ('모든', 'MM'), ('것', 'NNB'), ('이', 'JKS'), ('아이폰', 'NNP'), ('승리', 'NNG'), ('이', 'VCP'), ('ᆫ', 'ETM'), ('듯', 'NNB')]]",@user-dj3zm6bd2m                ,,0.0,UgwPt-WujL9p_PUz8Jl4AaABAg ,14,통화녹음 삼성페이 사진 정리 만 포기 하 면 모든 것 이 아이폰 승리 이 ᆫ 듯,0,0.5160024762153625
PF8jrZVfmVM ,평생 안드로이드만 쓴 진성 갤럭시 유저가 아이폰으로 갈아탈 수 있을까?                                   ,삼성페이나 통화녹음 이런거 보다도 안드로이드쓰다가 아이폰으로 가면 진짜 이런 잔기능이 안되? 이러는게 너무 많아여 짜잘짜잘하게 불편해여 근데 그럼에도 저는 아이폰씀..                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,삼성페이나통화녹음이런거보다도안드로이드쓰다가아이폰으로가면진짜이런잔기능이안되어? 이러는것이너무많아여 짜아잘짜아잘하게불편하여여 근데그렇ᆷ에도저는아이폰씀..,"[[('삼성페이', 'NNP'), ('나', 'JC'), ('통화녹음', 'NNG'), ('이런', 'MM'), ('거', 'NNB'), ('보다', 'JKB'), ('도', 'JX'), ('안드로이드', 'NNG'), ('쓰', 'VV'), ('다가', 'EC'), ('아이폰', 'NNP'), ('으로', 'JKB'), ('가', 'VV'), ('면', 'EC'), ('진짜', 'MAG'), ('이런', 'MM'), ('잔', 'NNG'), ('기능', 'NNG'), ('이', 'JKS'), ('안', 'MAG'), ('되', 'VV'), ('어', 'EF'), ('?', 'SF')], [('이러', 'VV'), ('는', 'ETM'), ('것', 'NNB'), ('이', 'JKS'), ('너무', 'MAG'), ('많', 'VA'), ('아여', 'EF')], [('짜', 'VV'), ('아', 'EC'), ('잘', 'MAG'), ('짜', 'VV'), ('아', 'EC'), ('잘', 'MAG'), ('하', 'XSA'), ('게', 'EC'), ('불편', 'NNG'), ('하', 'XSA'), ('여여', 'EF')], [('근데', 'MAJ'), ('그렇', 'VA-I'), ('ᆷ', 'ETN'), ('에', 'JKB'), ('도', 'JX'), ('저', 'NP'), ('는', 'JX'), ('아이폰', 'NNP'), ('쓰', 'VV'), ('ᆷ', 'ETN'), ('..', 'SF')]]",@drunkenkimc                    ,,0.0,UgynPMJegVE_wnvC9R94AaABAg ,14,삼성페이 나 통화녹음 이런 거 보다 도 안드로이드 쓰 다가 아이폰 으로 가 면 진짜 이런 잔 기능 이 안 되 어 ?,0,0.9812310338020325
PF8jrZVfmVM ,평생 안드로이드만 쓴 진성 갤럭시 유저가 아이폰으로 갈아탈 수 있을까?                                   ,삼페도 삼페인데 직장인이라면 통화녹음 덕 안 보기가 쉽지않은데. 이게 빠지면 굳이 갤럭시 고집하며 쓸 이유가 없지.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,삼성페이도삼성페이인데직장인이라면통화녹음덕안보기가쉽지않은데. 이것이빠지면굳이갤럭시고집하며쓸이유가없지.,"[[('삼성페이', 'NNP'), ('도', 'JX'), ('삼성페이', 'NNP'), ('이', 'VCP'), ('ᆫ데', 'EC'), ('직장인', 'NNG'), ('이', 'VCP'), ('라면', 'EC'), ('통화녹음', 'NNG'), ('덕', 'NNG'), ('안', 'NNG'), ('보', 'VV'), ('기', 'ETN'), ('가', 'JKS'), ('쉽', 'VA-I'), ('지', 'EC'), ('않', 'VX'), ('은데', 'EF'), ('.', 'SF')], [('이것', 'NP'), ('이', 'JKS'), ('빠지', 'VV'), ('면', 'EC'), ('굳이', 'MAG'), ('갤럭시', 'NNP'), ('고집', 'NNG'), ('하', 'XSV'), ('며', 'EC'), ('쓰', 'VV'), ('ᆯ', 'ETM'), ('이유', 'NNG'), ('가', 'JKS'), ('없', 'VA'), ('지', 'EF'), ('.', 'SF')]]",@BRICKMUTTON                    ,,0.0,Ugy9PaGZNZX7caWfnHR4AaABAg ,14,삼성페이 도 삼성페이 이 ᆫ데 직장인 이 라면 통화녹음 덕 안 보 기 가 쉽 지 않 은데 .,0,0.8236808776855469
PF8jrZVfmVM ,평생 안드로이드만 쓴 진성 갤럭시 유저가 아이폰으로 갈아탈 수 있을까?                                   ,"전 통화녹음은 거의 필요없고 삼성페이만 사용하지만, 아이폰도 나름 4s, 6s플러스, x (10),se2, 11 프로                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ","전통화녹음은거의필요없고삼성페이만사용하지만,아이폰도나름4s,6s플러스,x(10),se2,11프로","[[('전', 'MM'), ('통화녹음', 'NNG'), ('은', 'JX'), ('거의', 'MAG'), ('필요', 'NNG'), ('없', 'VA'), ('고', 'EC'), ('삼성페이', 'NNP'), ('만', 'JX'), ('사용', 'NNG'), ('하', 'XSV'), ('지만', 'EC'), (',', 'SP'), ('아이폰', 'NNP'), ('도', 'JX'), ('나름', 'NNB'), ('4', 'SN'), ('s', 'SL'), (',', 'SP'), ('6', 'SN'), ('s', 'SL'), ('플러스', 'NNG'), (',', 'SP'), ('x', 'SL'), ('(', 'SSO'), ('10', 'SN'), (')', 'SSC'), (',', 'SP'), ('se', 'SL'), ('2', 'SN'), (',', 'SP'), ('11', 'SN'), ('프로', 'NNG')]]",@user-ru7ks5xw6x                ,,0.0,Ugw7MMKO5zH_aF9ubZV4AaABAg ,14,"전 통화녹음 은 거의 필요 없 고 삼성페이 만 사용 하 지만 , 아이폰 도 나름 4 s , 6 s 플러스 , x ( 10 ) , se 2 , 11 프로",0,0.8069447875022888
PF8jrZVfmVM ,평생 안드로이드만 쓴 진성 갤럭시 유저가 아이폰으로 갈아탈 수 있을까?                                   ,갤럭시 유저이자 삼전 소액 주주입니다. 통화녹음 불법되면 갤럭시에 아무런 미래가 없읍니다…                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,갤럭시유저이자삼전소액주주입니다. 통화녹음불법되면갤럭시에아무런미래가없읍니다…,"[[('갤럭시', 'NNP'), ('유저', 'NNG'), ('이', 'VCP'), ('자', 'EC'), ('삼', 'NR'), ('전', 'NNG'), ('소액', 'NNG'), ('주주', 'NNG'), ('이', 'VCP'), ('ᆸ니다', 'EF'), ('.', 'SF')], [('통화녹음', 'NNG'), ('불법', 'NNG'), ('되', 'XSV'), ('면', 'EC'), ('갤럭시', 'NNP'), ('에', 'JKB'), ('아무런', 'MM'), ('미래', 'NNG'), ('가', 'JKS'), ('없', 'VA'), ('읍니다', 'EF'), ('…', 'SE')]]",@zzzz-yq2jv                     ,,0.0,UgyUVA1a7XCbbrdxWaZ4AaABAg ,14,통화녹음 불법 되 면 갤럭시 에 아무런 미래 가 없 읍니다 …,0,0.9688529372215271
PF8jrZVfmVM ,평생 안드로이드만 쓴 진성 갤럭시 유저가 아이폰으로 갈아탈 수 있을까?                                   ,"어릴때 컴터켜면 제어판만지고 리소스 주무르고 도스명령어 줄줄이 적으면서 노는게 취미였던적이 있었던 아재입니다 개임보다 그게 더 재미있었네요 어느순간부터 현타 비스무리하게와서 뭐 있으면 있는데로쓰고 없으면 없는대로쓰고 불편한거있어도 궂이 뭐 찾아볼생각도 안하고 삽니다 나름 테크,얼리어댑터과였는데 귀찮아지더라구요.. 늙은거겠죠.. 마찬가지로 폰꾸미기 벨소리 바꾸는 그런것도 귀찮아서 안하게 되구요.. 폰 교체주기가 짧으니 뭐 이거로 1년만 버티고 다음폰에 세팅하자 하는것도 해묵은 목표.. 혹자는 내맘대로 세팅할수있는 안드로이드계열이 더 좋다 느껴질수도 있고 반면 저같은경우는 아이폰처럼 미리 적당히 세팅된 상태에서 내가 뭐 안건드리고 내가원하는것만 적당히 되면 그게 더 쾌적하다고 느껴요 내 귀찮음은 많이 줄었지만 구동하는데 그다지 불편함 없는걸 추구합니다 그런연유로 아이폰 계속써왔구요.. 삼성페이 안되면 뭐 어때요 시계한번 터치해서 큐알 보여주면되고 큐알 안되면 뱅킹 해주면 되는거죠 통화녹음 안되도 뭐 카톡으로 거래처랑 이야기 하면서 내용인지하고있으니 불편함은 그다지 없고.. 뭐 있으면 좋겠지만 없어도 내삶에 큰불편은 없다 정도.. 돈 몇푼 안하는거 가지고 물고뜯고 싸우지좀 마요                                            ","어릴때컴터켜이면제어판만지고리소스주무르고도스명령어줄줄이적으면서놀는것이취미이었던적이있었던아재입니다 게임보다그것이더재미있었네요 어느순간부터현하다 비스무리하게오아서뭐있으면있는데로쓰고없으면없는대로쓰고불편한거있어도구지뭐찾아볼생각도안하고살ᆸ니다 나름테크,얼리어댑터과이었는데귀찮아지더라구요.. 늙은거이겠죠.. 마찬가지로폰꾸미기벨소리바꾸는그런것도귀찮아서안하게되구요.. 폰교체주기가짧으니뭐이거로1년만버티고다음폰에세팅하자하는것도해묵은목표.. 혹자는나의맘대로세팅할수있는안드로이드계열이더좋다느끼어질수도있고반면저같은경우는아이폰처럼미리적당히세팅된상태에서나가뭐안건드리고나가원하는것만적당히되면그것이더쾌적하다고느끼어요 내귀찮음은많이줄었지만구동하는데그다지불편함 없는걸추구합니다 그런연유로아이폰계속쓰어오았구요.. 삼성페이안되면뭐어떻어요시계한번터치하여서큐알보이어주면되고큐알안되면뱅킹하여주면되는거이죠 통화녹음안되어도뭐카톡으로거래처랑이야기하면서내용인지하고있으니불편함은그다지없고.. 뭐있으면좋겠지만없어도나의삶에큰불편은없다정도.. 돈몇푼안하는거가지고물고뜯고싸우지좀말아요","[[('어리', 'VA'), ('ᆯ', 'ETM'), ('때', 'NNG'), ('컴터켜', 'NNG'), ('이', 'VCP'), ('면', 'EC'), ('제어판', 'NNP'), ('만지', 'VV'), ('고', 'EC'), ('리소스', 'NNP'), ('주무르', 'VV'), ('고', 'EC'), ('도스', 'NNG'), ('명령어', 'NNG'), ('줄줄이', 'MAG'), ('적', 'VV'), ('으면서', 'EC'), ('놀', 'VV'), ('는', 'ETM'), ('것', 'NNB'), ('이', 'JKS'), ('취미', 'NNG'), ('이', 'VCP'), ('었', 'EP'), ('던', 'ETM'), ('적', 'NNB'), ('이', 'JKS'), ('있', 'VV'), ('었', 'EP'), ('던', 'ETM'), ('아재', 'NNG'), ('이', 'VCP'), ('ᆸ니다', 'EF')], [('게임', 'NNG'), ('보다', 'JKB'), ('그것', 'NP'), ('이', 'JKS'), ('더', 'MAG'), ('재미있', 'VA'), ('었', 'EP'), ('네요', 'EF')], [('어느', 'MM'), ('순간', 'NNG'), ('부터', 'JX'), ('현', 'NNG'), ('하', 'XSA'), ('다', 'EF')], [('비스', 'NNG'), ('무리', 'NNG'), ('하', 'XSA'), ('게', 'EC'), ('오', 'VV'), ('아서', 'EC'), ('뭐', 'IC'), ('있', 'VA'), ('으면', 'EC'), ('있', 'VX'), ('는', 'ETM'), ('데', 'NNB'), ('로', 'JKB'), ('쓰', 'VV'), ('고', 'EC'), ('없', 'VA'), ('으면', 'EC'), ('없', 'VA'), ('는', 'ETM'), ('대로', 'NNB'), ('쓰', 'VV'), ('고', 'EC'), ('불편', 'NNG'), ('하', 'XSA'), ('ᆫ', 'ETM'), ('거', 'NNB'), ('있', 'VA'), ('어도', 'EC'), ('구지', 'NNP'), ('뭐', 'NP'), ('찾아보', 'VV'), ('ᆯ', 'ETM'), ('생각', 'NNG'), ('도', 'JX'), ('안', 'MAG'), ('하', 'VV'), ('고', 'EC'), ('살', 'VV'), ('ᆸ니다', 'EF')], [('나름', 'NNB'), ('테크', 'NNG'), (',', 'SP'), ('얼리', 'NNG'), ('어댑터', 'NNP'), ('과', 'NNG'), ('이', 'VCP'), ('었', 'EP'), ('는데', 'EC'), ('귀찮', 'VA'), ('아', 'EC'), ('지', 'VX'), ('더라구', 'EF'), ('요', 'JX'), ('..', 'SF')], [('늙', 'VV'), ('은', 'ETM'), ('거', 'NNB'), ('이', 'VCP'), ('겠', 'EP'), ('죠', 'EF'), ('..', 'SF')], [('마찬가지', 'NNG'), ('로', 'JKB'), ('폰', 'NNG'), ('꾸미', 'VV'), ('기', 'ETN'), ('벨소리', 'NNG'), ('바꾸', 'VV'), ('는', 'ETM'), ('그런', 'MM'), ('것', 'NNB'), ('도', 'JX'), ('귀찮', 'VA'), ('아서', 'EC'), ('안', 'MAG'), ('하', 'VV'), ('게', 'EC'), ('되', 'VV'), ('구요', 'EF'), ('..', 'SF')], [('폰', 'NNG'), ('교체', 'NNG'), ('주기', 'NNG'), ('가', 'JKS'), ('짧', 'VA'), ('으니', 'EC'), ('뭐', 'IC'), ('이거', 'NP'), ('로', 'JKB'), ('1', 'SN'), ('년', 'NNB'), ('만', 'JX'), ('버티', 'VV'), ('고', 'EC'), ('다음', 'NNG'), ('폰', 'NNG'), ('에', 'JKB'), ('세팅', 'NNG'), ('하', 'XSV'), ('자', 'EC'), ('하', 'VV'), ('는', 'ETM'), ('것', 'NNB'), ('도', 'JX'), ('해묵', 'VV'), ('은', 'ETM'), ('목표', 'NNG'), ('..', 'SF')], [('혹자', 'NNG'), ('는', 'JX'), ('나', 'NP'), ('의', 'JKG'), ('맘', 'NNG'), ('대로', 'JX'), ('세팅', 'NNG'), ('하', 'XSV'), ('ᆯ', 'ETM'), ('수', 'NNB'), ('있', 'VA'), ('는', 'ETM'), ('안드로이드', 'NNG'), ('계열', 'NNG'), ('이', 'JKS'), ('더', 'MAG'), ('좋', 'VA'), ('다', 'EC'), ('느끼', 'VV'), ('어', 'EC'), ('지', 'VX'), ('ᆯ', 'ETM'), ('수', 'NNB'), ('도', 'JX'), ('있', 'VA'), ('고', 'EC'), ('반면', 'NNG'), ('저', 'NP'), ('같', 'VA'), ('은', 'ETM'), ('경우', 'NNG'), ('는', 'JX'), ('아이폰', 'NNP'), ('처럼', 'JKB'), ('미리', 'MAG'), ('적당히', 'MAG'), ('세팅', 'NNG'), ('되', 'XSV'), ('ᆫ', 'ETM'), ('상태', 'NNG'), ('에서', 'JKB'), ('나', 'NP'), ('가', 'JKS'), ('뭐', 'IC'), ('안', 'MAG'), ('건드리', 'VV'), ('고', 'EC'), ('나', 'NP'), ('가', 'JKS'), ('원하', 'VV'), ('는', 'ETM'), ('것', 'NNB'), ('만', 'JX'), ('적당히', 'MAG'), ('되', 'VV'), ('면', 'EC'), ('그것', 'NP'), ('이', 'JKS'), ('더', 'MAG'), ('쾌적', 'XR'), ('하', 'XSA'), ('다고', 'EC'), ('느끼', 'VV'), ('어요', 'EF')], [('내', 'MM'), ('귀찮', 'VA'), ('음', 'ETN'), ('은', 'JX'), ('많이', 'MAG'), ('줄', 'VV'), ('었', 'EP'), ('지만', 'EC'), ('구동', 'NNG'), ('하', 'XSV'), ('는', 'ETM'), ('데', 'NNB'), ('그다지', 'MAG'), ('불편', 'NNG'), ('하', 'XSA'), ('ᆷ', 'EF')], [('없', 'VA'), ('는', 'ETM'), ('거', 'NNB'), ('ᆯ', 'JKO'), ('추구', 'NNG'), ('하', 'XSV'), ('ᆸ니다', 'EF')], [('그런', 'MM'), ('연유', 'NNG'), ('로', 'JKB'), ('아이폰', 'NNP'), ('계속', 'MAG'), ('쓰', 'VV'), ('어', 'EC'), ('오', 'VX'), ('았', 'EP'), ('구', 'EF'), ('요', 'JX'), ('..', 'SF')], [('삼성페이', 'NNP'), ('안', 'MAG'), ('되', 'VV'), ('면', 'EC'), ('뭐', 'IC'), ('어떻', 'VA-I'), ('어요', 'EC'), ('시계', 'NNG'), ('한번', 'NNG'), ('터치', 'NNG'), ('하', 'XSV'), ('여서', 'EC'), ('큐알', 'NNG'), ('보이', 'VV'), ('어', 'EC'), ('주', 'VX'), ('면', 'EC'), ('되', 'VV'), ('고', 'EC'), ('큐', 'NNG'), ('알', 'NNG'), ('안', 'MAG'), ('되', 'VV'), ('면', 'EC'), ('뱅킹', 'NNG'), ('하', 'XSV'), ('여', 'EC'), ('주', 'VX'), ('면', 'EC'), ('되', 'VV'), ('는', 'ETM'), ('거', 'NNB'), ('이', 'VCP'), ('죠', 'EF')], [('통화녹음', 'NNG'), ('안', 'MAG'), ('되', 'VV'), ('어도', 'EC'), ('뭐', 'IC'), ('카톡', 'NNP'), ('으로', 'JKB'), ('거래처', 'NNG'), ('랑', 'JKB'), ('이야기', 'NNG'), ('하', 'VV'), ('면서', 'EC'), ('내용', 'NNG'), ('이', 'VCP'), ('ᆫ지', 'EC'), ('하', 'VV'), ('고', 'EC'), ('있', 'VX'), ('으니', 'EC'), ('불편', 'NNG'), ('하', 'XSA'), ('ᆷ', 'ETN'), ('은', 'JX'), ('그다지', 'MAG'), ('없', 'VA'), ('고', 'EC'), ('..', 'SF')], [('뭐', 'IC'), ('있', 'VA'), ('으면', 'EC'), ('좋', 'VA'), ('겠', 'EP'), ('지만', 'EC'), ('없', 'VA'), ('어도', 'EC'), ('나', 'NP'), ('의', 'JKG'), ('삶', 'NNG'), ('에', 'JKB'), ('크', 'VA'), ('ᆫ', 'ETM'), ('불편', 'NNG'), ('은', 'JX'), ('없', 'VA'), ('다', 'EC'), ('정도', 'NNG'), ('..', 'SF')], [('돈', 'NNG'), ('몇', 'MM'), ('푼', 'NNB'), ('안', 'MAG'), ('하', 'VV'), ('는', 'ETM'), ('거', 'NNB'), ('가지', 'VV'), ('고', 'EC'), ('물', 'VV'), ('고', 'EC'), ('뜯', 'VV-R'), ('고', 'EC'), ('싸우', 'VV'), ('지', 'EC'), ('좀', 'MAG'), ('말', 'VX'), ('아요', 'EF')]]",@whynotsoserious                ,,2.0,UgxXGOfOfCigvlwC_BF4AaABAg ,14,통화녹음 안 되 어도 뭐 카톡 으로 거래처 랑 이야기 하 면서 내용 이 ᆫ지 하 고 있 으니 불편 하 ᆷ 은 그다지 없 고 ..,0,0.9933879375457764
PF8jrZVfmVM ,평생 안드로이드만 쓴 진성 갤럭시 유저가 아이폰으로 갈아탈 수 있을까?                                   ,통화녹음만 제대로 되면 바로 아이폰 넘어감                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,통화녹음만제대로되면바로아이폰넘어감,"[[('통화녹음', 'NNG'), ('만', 'JX'), ('제대로', 'MAG'), ('되', 'VV'), ('면', 'EC'), ('바로', 'MAG'), ('아이폰', 'NNP'), ('넘어가', 'VV'), ('ᆷ', 'EF')]]",@Rack650                        ,,0.0,UgxIP3ZCNc_xrV3MhTp4AaABAg ,14,통화녹음 만 제대로 되 면 바로 아이폰 넘어가 ᆷ,0,0.6045570969581604
PF8jrZVfmVM ,평생 안드로이드만 쓴 진성 갤럭시 유저가 아이폰으로 갈아탈 수 있을까?                                   ,진심.. 난줄.. 삼성페이보단 실물카드..통화녹음 써본적도없고.. 갈등중.. 애플~~~~~                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,진심.. 난줄.. 삼성페이보단실물카드.. 통화녹음쓰어본적도없고.. 갈등중.. 애플~~~~~,"[[('진심', 'NNG'), ('..', 'SF')], [('나', 'NP'), ('ᆫ', 'JX'), ('줄', 'NNB'), ('..', 'SF')], [('삼성페이', 'NNP'), ('보다', 'JKB'), ('ᆫ', 'JX'), ('실물', 'NNG'), ('카드', 'NNG'), ('..', 'SF')], [('통화녹음', 'NNG'), ('쓰', 'VV'), ('어', 'EC'), ('보', 'VX'), ('ᆫ', 'ETM'), ('적', 'NNB'), ('도', 'JX'), ('없', 'VA'), ('고', 'EF'), ('..', 'SF')], [('갈등', 'NNG'), ('중', 'NNB'), ('..', 'SF')], [('애플', 'NNP'), ('~~~~~', 'SO')]]",@user-zj5ll7yf7y                ,,0.0,UgxRdkYtOK50VjJFRPZ4AaABAg ,14,통화녹음 쓰 어 보 ᆫ 적 도 없 고 ..,0,0.5647878646850586
PF8jrZVfmVM ,평생 안드로이드만 쓴 진성 갤럭시 유저가 아이폰으로 갈아탈 수 있을까?                                   ,통화녹음 특 든든한데 막상 쓸일 없음                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,통화녹음특든든한데막상쓸일없음,"[[('통화녹음', 'NNG'), ('특', 'NNG'), ('든든', 'XR'), ('하', 'XSA'), ('ᆫ데', 'EC'), ('막상', 'MAG'), ('쓰', 'VV'), ('ᆯ', 'ETM'), ('일', 'NNG'), ('없', 'VA'), ('음', 'EF')]]",@opa6893                        ,,1.0,UgylFMG2_4-biBMcKbd4AaABAg ,14,통화녹음 특 든든 하 ᆫ데 막상 쓰 ᆯ 일 없 음,1,0.6605433225631714
