series,channel,title,video_id,published_at
15,주연 ZUYONI,아이폰15프로 vs 14프로 고민 끝내드릴게요 (반전의 결과가…),w1qRh_Rd7ho,2023-09-29T12:15:15Z
15,주연 ZUYONI,"아이폰15 일반으로도 충분할까? 일반VS프로 차이점&성능,발열테스트까지!",jnGFSJMVW7k,2023-10-17T12:48:17Z
16,주연 ZUYONI,"램크루지 애플 결국 정신차림😲 아이폰16, 아이폰16프로 유출정보 정리!",7x1TkmDwi0s,2024-07-13T09:00:07Z
16,주연 ZUYONI,"아이폰16 기다릴까 말까? 아이폰17슬림, 아이폰SE4까지 최근 쏟아진 소식들 총정리!",X8wdy7qNS-0,2024-08-02T09:00:34Z
15,주연 ZUYONI,"(ENG) 전부 다 보여드릴게요. 아이폰15, 15프로, 애플워치9 실물, 기능, 스펙 총정리!",4aYF7k7UxEM,2023-09-13T11:18:02Z
14,주연 ZUYONI,"이거 보고 고르세요🍎 전색상 실물 자세하게 보여드림! (아이폰14, 14프로, 애플워치8, 애플워치 울트라)",kIVXsT7laP4,2022-10-07T11:37:35Z
13,주연 ZUYONI,"아이폰13, 아이패드 미니6, 아이패드9, 애플워치7 몽땅 다 나온! 애플이벤트 총정리",ojDsMfO3D0Q,2021-09-15T01:01:01Z
SE2,주연 ZUYONI,아이폰SE2(아이폰9) 드디어 모습을 드러냈다! & 인덕션 달린 아이패드 프로4;;,10zQd4pqm54,2020-01-10T11:59:42Z
SE3,주연 ZUYONI,역대급 가성비😱 M1 아이패드에어 5세대 & 아이폰SE 3세대 공개!,HGoXI-AXNXc,2022-03-09T00:13:35Z
SE2,주연 ZUYONI,"요즘 핫한 핸드폰 성능테스트! 금붕어테스트 믿어도 될까? (ft.아이폰SE2, LG벨벳, Z플립 비교) | 주연ZUYONI",C15Qlnf2s4w,2020-05-19T10:33:18Z
